time;item;value
2023-10-08 13:22:47,НажатияГорячихКлавиш,1
2023-10-08 13:22:47,ИспользованиеМыши(сек),3.2499999999999964
2023-10-08 13:22:47,ИспользованиеRAM(%),85.0
2023-10-08 13:22:47,АктивностьПроцессора(%),18.9
2023-10-08 13:22:59,НажатияГорячихКлавиш,1
2023-10-08 13:22:59,ИспользованиеМыши(сек),1.1000000000000003
2023-10-08 13:22:59,ИспользованиеRAM(%),84.9
2023-10-08 13:22:59,АктивностьПроцессора(%),10.0
2023-10-08 13:23:12,НажатияГорячихКлавиш,0
2023-10-08 13:23:12,ИспользованиеМыши(сек),4.099999999999993
2023-10-08 13:23:12,ИспользованиеRAM(%),85.0
2023-10-08 13:23:12,АктивностьПроцессора(%),18.7
2023-10-08 13:23:24,НажатияГорячихКлавиш,1
2023-10-08 13:23:24,ИспользованиеМыши(сек),2.499999999999999
2023-10-08 13:23:24,ИспользованиеRAM(%),84.6
2023-10-08 13:23:24,АктивностьПроцессора(%),18.5
2023-10-08 13:23:37,НажатияГорячихКлавиш,0
2023-10-08 13:23:37,ИспользованиеМыши(сек),0.5499999999999999
2023-10-08 13:23:37,ИспользованиеRAM(%),84.3
2023-10-08 13:23:37,АктивностьПроцессора(%),17.5
2023-10-08 13:23:49,НажатияГорячихКлавиш,0
2023-10-08 13:23:49,ИспользованиеМыши(сек),0
2023-10-08 13:23:49,ИспользованиеRAM(%),84.4
2023-10-08 13:23:49,АктивностьПроцессора(%),14.6
2023-10-08 13:24:02,НажатияГорячихКлавиш,0
2023-10-08 13:24:02,ИспользованиеМыши(сек),1.4000000000000006
2023-10-08 13:24:02,ИспользованиеRAM(%),84.3
2023-10-08 13:24:02,АктивностьПроцессора(%),19.6
2023-10-08 13:24:14,НажатияГорячихКлавиш,0
2023-10-08 13:24:14,ИспользованиеМыши(сек),1.7500000000000009
2023-10-08 13:24:14,ИспользованиеRAM(%),82.9
2023-10-08 13:24:14,АктивностьПроцессора(%),14.7
2023-10-08 13:24:27,НажатияГорячихКлавиш,0
2023-10-08 13:24:27,ИспользованиеМыши(сек),0
2023-10-08 13:24:27,ИспользованиеRAM(%),82.9
2023-10-08 13:24:27,АктивностьПроцессора(%),10.9
2023-10-08 13:33:22,НажатияГорячихКлавиш,0
2023-10-08 13:33:22,ИспользованиеМыши(сек),1.5000000000000007
2023-10-08 13:33:22,ИспользованиеRAM(%),83.7
2023-10-08 13:33:22,АктивностьПроцессора(%),13.8
2023-10-08 13:33:35,НажатияГорячихКлавиш,0
2023-10-08 13:33:35,ИспользованиеМыши(сек),0.6
2023-10-08 13:33:35,ИспользованиеRAM(%),83.5
2023-10-08 13:33:35,АктивностьПроцессора(%),14.7
2023-10-08 13:33:48,НажатияГорячихКлавиш,0
2023-10-08 13:33:48,ИспользованиеМыши(сек),0
2023-10-08 13:33:48,ИспользованиеRAM(%),83.5
2023-10-08 13:33:48,АктивностьПроцессора(%),11.9
2023-10-08 13:34:00,НажатияГорячихКлавиш,0
2023-10-08 13:34:00,ИспользованиеМыши(сек),0.9500000000000003
2023-10-08 13:34:00,ИспользованиеRAM(%),83.3
2023-10-08 13:34:00,АктивностьПроцессора(%),14.0
